RFI_ID,Project_ID,RFI_Title,Discipline,Submitted_Date,Required_Response_Date,Response_Date,RFI_Status,Response_Days,Responsible_Party,Cost_Impact,Schedule_Impact_Days,Priority
RFI-00774,PRJ-038,Architectural clarification item 774,Architectural,2024-06-19,2024-06-26,,Open,,Contractor,0,0,High
RFI-00775,PRJ-038,Structural clarification item 775,Structural,2024-06-25,2024-07-02,2024-07-07,Answered,12,External,85500,7,High
RFI-00776,PRJ-038,Electrical clarification item 776,Electrical,2024-04-20,2024-04-27,2024-05-24,Answered,34,Owner,0,0,High
RFI-00777,PRJ-038,Fire Protection clarification item 777,Fire Protection,2023-05-04,2023-05-14,2023-06-09,Answered,36,Owner,36200,4,Normal
RFI-00778,PRJ-038,Mechanical clarification item 778,Mechanical,2024-03-29,2024-04-08,2024-04-13,Answered,15,External,0,0,Normal
RFI-00779,PRJ-038,General clarification item 779,General,2022-06-27,2022-07-11,2022-07-25,Closed,28,Designer,0,0,Low
RFI-00780,PRJ-038,Plumbing clarification item 780,Plumbing,2022-08-24,2022-09-03,2022-09-10,Answered,17,Contractor,0,0,Normal
RFI-00781,PRJ-038,Plumbing clarification item 781,Plumbing,2024-01-24,2024-02-03,,Open,,Owner,0,0,Normal
RFI-00782,PRJ-038,Plumbing clarification item 782,Plumbing,2023-07-21,2023-08-04,2023-08-11,Closed,21,Designer,0,0,Low
RFI-00783,PRJ-038,Architectural clarification item 783,Architectural,2023-08-04,2023-08-07,2023-08-15,Answered,11,Designer,38400,6,Critical
RFI-00784,PRJ-039,Civil clarification item 784,Civil,2022-07-12,2022-07-22,2022-07-23,Closed,11,Designer,0,0,Normal
RFI-00785,PRJ-039,Civil clarification item 785,Civil,2024-01-20,2024-02-03,2024-02-11,Answered,22,Designer,0,0,Low
RFI-00786,PRJ-039,Structural clarification item 786,Structural,2022-08-31,2022-09-10,2022-09-23,Closed,23,External,0,0,Normal
RFI-00787,PRJ-039,Mechanical clarification item 787,Mechanical,2023-06-25,2023-07-05,2023-07-12,Answered,17,Designer,0,0,Normal
RFI-00788,PRJ-039,Electrical clarification item 788,Electrical,2024-08-03,2024-08-10,2024-08-13,Closed,10,Contractor,0,0,High
RFI-00789,PRJ-039,Structural clarification item 789,Structural,2024-09-12,2024-09-22,2024-09-30,Answered,18,Contractor,0,0,Normal
RFI-00790,PRJ-039,Structural clarification item 790,Structural,2023-07-27,2023-08-10,2023-08-22,Answered,26,External,0,0,Low
RFI-00791,PRJ-039,Electrical clarification item 791,Electrical,2022-09-24,2022-10-04,2022-09-28,Closed,4,Designer,0,0,Normal
RFI-00792,PRJ-039,Structural clarification item 792,Structural,2023-07-22,2023-07-29,2023-08-14,Answered,23,Contractor,0,0,High
RFI-00793,PRJ-039,Mechanical clarification item 793,Mechanical,2023-01-17,2023-01-27,,Open,,Designer,0,0,Normal
RFI-00794,PRJ-039,General clarification item 794,General,2024-09-06,2024-09-16,2024-09-28,Answered,22,Designer,0,0,Normal
RFI-00795,PRJ-039,Architectural clarification item 795,Architectural,2023-12-22,2023-12-25,2023-12-26,Answered,4,Contractor,0,0,Critical
RFI-00796,PRJ-039,Structural clarification item 796,Structural,2022-05-29,2022-06-01,2022-06-02,Answered,4,Contractor,0,0,Critical
RFI-00797,PRJ-039,Fire Protection clarification item 797,Fire Protection,2023-11-22,2023-12-02,2023-12-02,Answered,10,Designer,63900,3,Normal
RFI-00798,PRJ-039,Electrical clarification item 798,Electrical,2023-03-20,2023-03-30,2023-04-01,Closed,12,Owner,34200,2,Normal
RFI-00799,PRJ-039,Architectural clarification item 799,Architectural,2023-12-08,2023-12-18,2023-12-27,Answered,19,Designer,0,0,Normal
RFI-00800,PRJ-039,Fire Protection clarification item 800,Fire Protection,2023-07-22,2023-08-01,,Open,,Designer,0,0,Normal
RFI-00801,PRJ-039,Mechanical clarification item 801,Mechanical,2023-11-07,2023-11-17,2023-11-29,Answered,22,External,0,0,Normal
RFI-00802,PRJ-039,Electrical clarification item 802,Electrical,2022-05-20,2022-05-30,2022-06-07,Closed,18,Designer,0,0,Normal
RFI-00803,PRJ-039,Plumbing clarification item 803,Plumbing,2024-05-12,2024-05-19,2024-05-24,Answered,12,Designer,0,0,High
RFI-00804,PRJ-039,Electrical clarification item 804,Electrical,2023-02-01,2023-02-08,2023-02-23,Answered,22,Designer,2200,4,High
RFI-00805,PRJ-039,Mechanical clarification item 805,Mechanical,2023-11-13,2023-11-20,2023-11-19,Closed,6,Designer,0,0,High
RFI-00806,PRJ-039,Architectural clarification item 806,Architectural,2024-03-31,2024-04-10,2024-04-13,Closed,13,External,0,0,Normal
RFI-00807,PRJ-039,Architectural clarification item 807,Architectural,2023-12-12,2023-12-22,2024-01-02,Closed,21,Contractor,0,0,Normal
RFI-00808,PRJ-039,Architectural clarification item 808,Architectural,2024-07-08,2024-07-18,,Open,,Designer,0,0,Normal
RFI-00809,PRJ-039,Fire Protection clarification item 809,Fire Protection,2023-07-02,2023-07-12,2023-07-10,Answered,8,External,0,0,Normal
RFI-00810,PRJ-040,Electrical clarification item 810,Electrical,2025-01-20,2025-01-23,,Open,,Designer,15100,4,Critical
RFI-00811,PRJ-040,Mechanical clarification item 811,Mechanical,2025-05-22,2025-05-25,,Open,,Owner,0,0,Critical
RFI-00812,PRJ-040,General clarification item 812,General,2023-01-10,2023-01-17,2023-01-31,Answered,21,External,0,0,High
RFI-00813,PRJ-040,General clarification item 813,General,2024-03-27,2024-04-10,2024-04-12,Closed,16,Designer,0,0,Low
RFI-00814,PRJ-040,Structural clarification item 814,Structural,2024-08-26,2024-09-09,2024-09-24,Answered,29,Contractor,0,0,Low
RFI-00815,PRJ-040,General clarification item 815,General,2024-02-05,2024-02-19,2024-03-01,Answered,25,Designer,14500,2,Low
RFI-00816,PRJ-040,Architectural clarification item 816,Architectural,2023-07-13,2023-07-23,,Open,,External,0,0,Normal
RFI-00817,PRJ-040,Plumbing clarification item 817,Plumbing,2024-04-09,2024-04-16,2024-04-30,Closed,21,Contractor,0,0,High
RFI-00818,PRJ-040,Plumbing clarification item 818,Plumbing,2024-06-12,2024-06-22,,Open,,Designer,0,0,Normal
RFI-00819,PRJ-040,Electrical clarification item 819,Electrical,2025-07-11,2025-07-21,2025-07-30,Closed,19,External,0,0,Normal
RFI-00820,PRJ-040,Structural clarification item 820,Structural,2024-12-05,2024-12-12,2024-12-26,Closed,21,Contractor,8500,1,High
RFI-00821,PRJ-040,Architectural clarification item 821,Architectural,2023-09-09,2023-09-16,2023-09-14,Answered,5,Contractor,10500,2,High
RFI-00822,PRJ-040,Architectural clarification item 822,Architectural,2025-12-05,2025-12-15,,Open,,Contractor,0,0,Normal
RFI-00823,PRJ-040,Plumbing clarification item 823,Plumbing,2023-06-10,2023-06-20,2023-06-30,Closed,20,External,36000,1,Normal
RFI-00824,PRJ-040,Fire Protection clarification item 824,Fire Protection,2024-05-05,2024-05-15,,Open,,Owner,0,0,Normal
RFI-00825,PRJ-040,Architectural clarification item 825,Architectural,2025-11-22,2025-12-06,,Open,,Contractor,0,0,Low
RFI-00826,PRJ-040,Architectural clarification item 826,Architectural,2025-09-13,2025-09-20,2025-10-06,Answered,23,Designer,0,0,High
RFI-00827,PRJ-040,Mechanical clarification item 827,Mechanical,2023-03-17,2023-03-27,,Open,,Designer,0,0,Normal
RFI-00828,PRJ-040,Structural clarification item 828,Structural,2025-10-27,2025-11-03,2025-11-20,Answered,24,Contractor,0,0,High
RFI-00829,PRJ-040,Structural clarification item 829,Structural,2025-10-21,2025-10-31,2025-11-14,CLOSED,24,Owner,0,0,Normal
RFI-00830,PRJ-040,General clarification item 830,General,2023-07-14,2023-07-28,2023-08-08,Answered,25,Designer,5600,3,Low
RFI-00831,PRJ-040,Civil clarification item 831,Civil,2023-12-07,2023-12-14,2023-12-26,Answered,19,Designer,32000,4,High
RFI-00832,PRJ-041,Architectural clarification item 832,Architectural,2024-05-27,2024-06-03,2024-06-11,Closed,15,Contractor,25100,10,High
RFI-00833,PRJ-041,Electrical clarification item 833,Electrical,2024-10-13,2024-10-23,2024-10-22,Answered,9,Designer,0,0,Normal
RFI-00834,PRJ-041,Mechanical clarification item 834,Mechanical,2024-10-13,2024-10-20,2024-10-30,Closed,17,Contractor,0,0,High
RFI-00835,PRJ-041,Electrical clarification item 835,Electrical,2023-10-07,2023-10-17,2023-10-17,Closed,10,Designer,0,0,Normal
RFI-00836,PRJ-041,Mechanical clarification item 836,Mechanical,2024-07-14,2024-07-24,2024-07-30,Answered,16,Designer,0,0,Normal
RFI-00837,PRJ-041,Mechanical clarification item 837,Mechanical,2023-11-25,2023-12-05,2023-12-19,Closed,24,Owner,0,0,Normal
RFI-00838,PRJ-041,Mechanical clarification item 838,Mechanical,2023-06-10,2023-06-20,2023-06-17,Answered,7,Contractor,0,0,Normal
RFI-00839,PRJ-041,Plumbing clarification item 839,Plumbing,2024-08-08,2024-08-18,2024-08-11,ANSWERED,3,Contractor,0,0,Normal
RFI-00840,PRJ-041,Electrical clarification item 840,Electrical,2024-08-29,2024-09-05,2024-08-30,Closed,1,Contractor,0,0,High
RFI-00841,PRJ-041,Structural clarification item 841,Structural,2025-02-27,2025-03-09,2025-03-06,Answered,7,Designer,0,0,Normal
RFI-00842,PRJ-041,Architectural clarification item 842,Architectural,2024-02-08,2024-02-18,2024-02-26,Answered,18,Designer,0,0,Normal
RFI-00843,PRJ-041,Mechanical clarification item 843,Mechanical,2024-03-09,2024-03-16,2024-03-26,Closed,17,Designer,0,0,High
RFI-00844,PRJ-000,Electrical clarification item 844,Electrical,2023-11-27,2023-12-04,2023-12-06,Answered,9,Designer,0,0,High
RFI-00845,PRJ-041,Mechanical clarification item 845,Mechanical,2025-06-17,2025-06-24,2025-07-06,Answered,19,Designer,0,0,High
RFI-00846,PRJ-041,Architectural clarification item 846,Architectural,2025-04-15,2025-04-22,2025-04-22,Answered,7,Designer,0,0,High
RFI-00847,PRJ-041,Architectural clarification item 847,Architectural,2023-10-20,2023-10-30,2023-11-07,Answered,18,Contractor,23100,6,Normal
RFI-00848,PRJ-041,Civil clarification item 848,Civil,2024-02-13,2024-02-23,2024-02-28,Answered,15,Designer,49400,3,Normal
RFI-00849,PRJ-042,Structural clarification item 849,Structural,2023-11-30,2023-12-10,2023-12-09,Closed,9,Designer,0,0,Normal
RFI-00850,PRJ-042,Fire Protection clarification item 850,Fire Protection,2021-11-22,2021-11-29,2021-11-29,Answered,7,Designer,0,0,High
RFI-00851,PRJ-042,Fire Protection clarification item 851,Fire Protection,2022-12-19,2022-12-26,2023-01-01,Answered,13,Designer,0,0,High
RFI-00852,PRJ-042,Electrical clarification item 852,Electrical,2021-08-14,2021-08-28,2021-09-02,Answered,19,Designer,0,0,Low
RFI-00853,PRJ-042,Architectural clarification item 853,Architectural,2021-12-29,2022-01-12,2022-01-17,Closed,19,Contractor,0,0,Low
RFI-00854,PRJ-042,Structural clarification item 854,Structural,2022-08-04,2022-08-11,2022-08-14,Answered,10,Designer,0,0,High
RFI-00855,PRJ-042,General clarification item 855,General,2022-01-20,2022-01-30,2022-01-22,Answered,2,External,0,0,Normal
RFI-00856,PRJ-042,Structural clarification item 856,Structural,2023-08-26,2023-09-05,2023-09-15,Answered,20,Contractor,0,0,Normal
RFI-00857,PRJ-042,Electrical clarification item 857,Electrical,2023-03-31,2023-04-10,,Open,,Contractor,0,0,Normal
RFI-00858,PRJ-042,Electrical clarification item 858,Electrical,2023-04-27,2023-05-07,2023-05-12,Closed,15,Owner,0,0,Normal
RFI-00859,PRJ-042,Electrical clarification item 859,Electrical,2023-05-15,2023-05-29,,Open,,Contractor,12800,4,Low
RFI-00860,PRJ-042,Structural clarification item 860,Structural,2022-09-30,2022-10-07,2022-10-02,Answered,2,Owner,0,0,High
RFI-00861,PRJ-042,Architectural clarification item 861,Architectural,2023-12-08,2023-12-18,2023-12-22,Answered,14,Contractor,0,0,Normal
RFI-00862,PRJ-042,Electrical clarification item 862,Electrical,2024-01-04,2024-01-11,2024-01-24,Answered,20,Contractor,58700,5,High
RFI-00863,PRJ-042,Mechanical clarification item 863,Mechanical,2023-12-11,2023-12-25,2023-12-24,Answered,13,Contractor,0,0,Low
RFI-00864,PRJ-042,Mechanical clarification item 864,Mechanical,2023-12-01,2023-12-11,2023-12-24,Answered,23,Designer,6100,4,Normal
RFI-00865,PRJ-042,Electrical clarification item 865,Electrical,2023-05-14,2023-05-21,2023-05-27,Answered,13,Designer,3700,2,High
RFI-00866,PRJ-042,Electrical clarification item 866,Electrical,2024-01-16,2024-01-26,2024-02-08,Closed,23,Contractor,0,0,Normal
RFI-00867,PRJ-042,Architectural clarification item 867,Architectural,2021-08-31,2021-09-10,2021-09-15,Answered,15,Designer,0,0,Normal
RFI-00868,PRJ-042,Architectural clarification item 868,Architectural,2021-08-31,2021-09-07,2021-09-09,Answered,9,Designer,0,0,High
RFI-00869,PRJ-042,Architectural clarification item 869,Architectural,2023-05-29,2023-06-08,2023-06-09,Answered,11,Contractor,0,0,Normal
RFI-00870,PRJ-043,Electrical clarification item 870,Electrical,2025-06-03,2025-06-06,2025-06-13,Answered,10,Owner,0,0,Critical
RFI-00871,PRJ-043,Civil clarification item 871,Civil,2023-02-26,2023-03-05,,Open,,Designer,0,0,High
RFI-00872,PRJ-043,Mechanical clarification item 872,Mechanical,2025-10-04,2025-10-11,2025-10-21,Closed,17,Designer,11800,9,High
RFI-00873,PRJ-043,Mechanical clarification item 873,Mechanical,2024-07-20,2024-07-27,2024-08-07,Answered,18,Designer,31000,6,High
RFI-00874,PRJ-043,Civil clarification item 874,Civil,2024-08-03,2024-08-17,2024-08-26,Answered,23,Contractor,89500,8,Low
RFI-00875,PRJ-043,Structural clarification item 875,Structural,2024-09-08,2024-09-15,2024-09-28,Answered,20,Contractor,0,0,High
RFI-00876,PRJ-043,Architectural clarification item 876,Architectural,2025-07-04,2025-07-14,2025-07-18,Answered,14,Contractor,0,0,Normal
RFI-00877,PRJ-043,General clarification item 877,General,2024-10-06,2024-10-16,,Open,,Contractor,0,0,Normal
RFI-00878,PRJ-043,Plumbing clarification item 878,Plumbing,2024-05-04,2024-05-14,2024-05-31,Closed,27,Owner,0,0,Normal
RFI-00879,PRJ-043,Plumbing clarification item 879,Plumbing,2025-10-20,2025-11-03,2025-11-04,Answered,15,External,0,0,Low
RFI-00880,PRJ-043,Civil clarification item 880,Civil,2025-12-17,2025-12-24,,Open,,Owner,0,0,High
RFI-00881,PRJ-043,Architectural clarification item 881,Architectural,2024-02-24,2024-03-09,2024-03-25,Answered,30,Owner,0,0,Low
RFI-00882,PRJ-043,Architectural clarification item 882,Architectural,2025-01-25,2025-02-04,2025-02-14,Answered,20,External,30300,10,Normal
RFI-00883,PRJ-043,Structural clarification item 883,Structural,2025-02-28,2025-03-14,2025-03-19,Closed,19,Designer,0,0,Low
RFI-00884,PRJ-043,Structural clarification item 884,Structural,2024-03-28,2024-04-07,2024-04-13,Closed,16,Owner,0,0,Normal
RFI-00885,PRJ-043,Electrical clarification item 885,Electrical,2024-03-26,2024-04-09,2024-04-20,Closed,25,Owner,0,0,Low
RFI-00886,PRJ-043,Mechanical clarification item 886,Mechanical,2023-05-06,2023-05-16,2023-05-23,Closed,17,Designer,0,0,Normal
RFI-00887,PRJ-043,Structural clarification item 887,Structural,2025-08-22,2025-08-29,2025-09-01,Answered,10,Owner,0,0,High
RFI-00888,PRJ-043,Architectural clarification item 888,Architectural,2025-12-05,2025-12-19,,Open,,Owner,0,0,Low
RFI-00889,PRJ-043,Architectural clarification item 889,Architectural,2024-04-17,2024-04-27,2024-05-13,Closed,26,Designer,7000,1,Normal
RFI-00890,PRJ-043,Architectural clarification item 890,Architectural,2025-12-23,2025-12-30,,Open,,Designer,60300,6,High
RFI-00891,PRJ-044,Architectural clarification item 891,Architectural,2025-05-29,2025-06-05,2025-06-06,Closed,8,Designer,0,0,High
RFI-00892,PRJ-044,Structural clarification item 892,Structural,2025-05-23,2025-06-02,2025-06-13,Answered,21,External,11000,0,Normal
RFI-00893,PRJ-044,Structural clarification item 893,Structural,2025-01-10,2025-01-17,2025-01-31,Closed,21,Owner,7400,0,High
RFI-00894,PRJ-044,Civil clarification item 894,Civil,2025-11-04,2025-11-14,2025-11-30,Closed,26,Owner,0,0,Normal
RFI-00895,PRJ-044,Architectural clarification item 895,Architectural,2025-03-27,2025-04-06,2025-04-15,Answered,19,Owner,0,0,Normal
RFI-00896,PRJ-044,Electrical clarification item 896,Electrical,2025-02-27,2025-03-09,2025-03-18,Answered,19,Owner,16300,0,Normal
RFI-00897,PRJ-044,Electrical clarification item 897,electrical,2025-07-06,2025-07-16,2025-07-30,Answered,24,Designer,4100,2,Normal
RFI-00898,PRJ-044,Fire Protection clarification item 898,Fire Protection,2025-11-30,2025-12-07,2025-12-02,Answered,2,Contractor,5800,6,High
RFI-00899,PRJ-044,Structural clarification item 899,Structural,2025-01-18,2025-01-25,,Open,,Designer,0,0,High
RFI-00900,PRJ-044,Civil clarification item 900,Civil,2025-08-17,2025-08-27,,Open,,Contractor,6100,5,Normal
RFI-00901,PRJ-044,Architectural clarification item 901,Architectural,2025-08-20,2025-08-27,2025-08-29,Closed,9,Designer,0,0,High
RFI-00902,PRJ-044,Plumbing clarification item 902,Plumbing,2024-12-25,2025-01-01,2025-01-02,Answered,8,Designer,0,0,High
RFI-00903,PRJ-044,Architectural clarification item 903,Architectural,2025-10-25,2025-11-04,2025-11-10,Answered,16,External,0,0,Normal
RFI-00904,PRJ-044,Electrical clarification item 904,Electrical,2024-12-30,2025-01-06,2025-01-05,Answered,6,Designer,0,0,High
RFI-00905,PRJ-044,Fire Protection clarification item 905,Fire Protection,2025-03-03,2025-03-17,2025-03-23,Closed,20,Designer,0,0,Low
RFI-00906,PRJ-045,Plumbing clarification item 906,Plumbing,2025-12-12,2025-12-22,2026-01-02,Answered,21,Contractor,0,0,Normal
RFI-00907,PRJ-045,Structural clarification item 907,Structural,2024-04-09,2024-04-19,2024-04-11,Answered,2,Designer,0,0,Normal
RFI-00908,PRJ-045,Architectural clarification item 908,Architectural,2024-04-24,2024-05-01,2024-05-09,Closed,15,Designer,91700,5,High
RFI-00909,PRJ-045,Mechanical clarification item 909,Mechanical,2024-02-22,2024-02-29,2024-03-01,Answered,8,Contractor,17900,3,High
RFI-00910,PRJ-045,Architectural clarification item 910,Architectural,2025-09-09,2025-09-19,2025-10-03,Answered,24,Designer,0,0,Normal
RFI-00911,PRJ-045,Civil clarification item 911,Civil,2024-09-04,2024-09-11,2024-09-14,Answered,10,Designer,0,0,High
RFI-00912,PRJ-045,General clarification item 912,General,2024-03-14,2024-03-21,2024-03-30,Closed,16,Designer,0,0,High
RFI-00913,PRJ-045,Mechanical clarification item 913,Mechanical,2023-11-18,2023-11-28,2023-11-27,Answered,9,Contractor,0,0,Normal
RFI-00914,PRJ-045,Electrical clarification item 914,Electrical,2025-12-02,2025-12-12,2025-12-10,Answered,8,Designer,0,0,Normal
RFI-00915,PRJ-045,Structural clarification item 915,Structural,2024-10-24,2024-11-03,2024-11-14,Answered,21,Designer,0,0,Normal
RFI-00916,PRJ-045,Architectural clarification item 916,ARCH,2023-07-19,2023-07-29,2023-08-10,Answered,22,Owner,4600,7,Normal
RFI-00917,PRJ-045,Architectural clarification item 917,Architectural,2025-07-11,2025-07-18,2025-07-31,Answered,20,Designer,0,0,High
RFI-00918,PRJ-045,Civil clarification item 918,Civil,2024-02-21,2024-03-02,2024-03-06,Answered,14,Contractor,0,0,Normal
RFI-00919,PRJ-045,Electrical clarification item 919,Electrical,2025-12-21,2025-12-28,2025-12-22,Answered,1,Designer,0,0,High
RFI-00920,PRJ-045,Architectural clarification item 920,Architectural,2025-04-22,2025-04-29,2025-05-05,Answered,13,Designer,0,0,High
RFI-00921,PRJ-045,Architectural clarification item 921,Architectural,2023-12-28,2024-01-07,2024-01-06,Answered,9,Contractor,0,0,Normal
RFI-00922,PRJ-045,Structural clarification item 922,Structural,2024-01-31,2024-02-03,2024-02-17,Answered,17,Designer,0,0,Critical
RFI-00923,PRJ-046,Civil clarification item 923,Civil,2023-03-21,2023-03-31,2023-04-04,Answered,14,Designer,0,0,Normal
RFI-00924,PRJ-046,Architectural clarification item 924,Architectural,2022-06-15,2022-06-25,2022-07-07,Answered,22,Designer,0,0,Normal
RFI-00925,PRJ-046,General clarification item 925,General,2021-08-03,2021-08-13,,Open,,Contractor,0,0,Normal
RFI-00926,PRJ-046,Electrical clarification item 926,Electrical,2021-08-12,2021-08-15,2021-09-10,Answered,29,Owner,34700,6,Critical
RFI-00927,PRJ-046,Fire Protection clarification item 927,Fire Protection,2021-12-19,2021-12-26,2022-01-03,Answered,15,Designer,0,0,High
RFI-00928,PRJ-046,Mechanical clarification item 928,Mechanical,2023-03-11,2023-03-21,2023-03-23,Answered,12,Owner,5500,7,Normal
RFI-00929,PRJ-046,General clarification item 929,General,2023-04-21,2023-05-01,,Open,,Owner,0,0,Normal
RFI-00930,PRJ-046,Structural clarification item 930,Structural,2023-07-02,2023-07-12,2023-07-26,Answered,24,Contractor,21000,9,Normal
RFI-00931,PRJ-046,Mechanical clarification item 931,Mechanical,2022-11-02,2022-11-09,2022-11-18,Answered,16,External,0,0,High
RFI-00932,PRJ-046,Electrical clarification item 932,Electrical,2021-11-04,2021-11-14,2021-12-12,closed,38,Owner,0,0,Normal
RFI-00933,PRJ-046,Mechanical clarification item 933,Mechanical,2023-09-28,2023-10-12,2023-10-15,Answered,17,Contractor,0,0,Low
RFI-00934,PRJ-046,Mechanical clarification item 934,Mechanical ,2022-08-29,2022-09-08,2022-09-16,Closed,18,Owner,0,0,Normal
RFI-00935,PRJ-046,Plumbing clarification item 935,Plumbing,2022-07-05,2022-07-08,2022-07-19,Closed,14,Owner,22600,5,Critical
RFI-00936,PRJ-046,Plumbing clarification item 936,Plumbing,2022-09-21,2022-09-28,,Open,,Designer,38800,4,High
RFI-00937,PRJ-046,General clarification item 937,General,2022-03-15,2022-03-22,,Open,,Owner,17300,3,High
RFI-00938,PRJ-046,General clarification item 938,General,2023-06-16,2023-06-26,2023-06-28,Answered,12,Contractor,0,0,Normal
RFI-00939,PRJ-046,Structural clarification item 939,Structural,2022-03-29,2022-04-01,2022-04-14,Answered,16,Owner,9200,6,Critical
RFI-00940,PRJ-046,Fire Protection clarification item 940,Fire Protection,2022-02-09,2022-02-19,2022-03-05,Answered,24,Designer,0,0,Normal
RFI-00941,PRJ-046,Structural clarification item 941,Structural,2022-06-12,2022-06-19,2022-06-30,Closed,18,Owner,0,0,High
RFI-00942,PRJ-046,Architectural clarification item 942,Architectural,2022-12-11,2022-12-21,2023-01-10,Answered,30,Designer,0,0,Normal
RFI-00943,PRJ-047,Electrical clarification item 943,Electrical,2023-08-13,2023-08-16,2023-08-23,Answered,10,Designer,0,0,Critical
RFI-00944,PRJ-047,Mechanical clarification item 944,Mechanical,2023-07-21,2023-07-31,2023-08-09,Closed,19,Owner,32300,5,Normal
RFI-00945,PRJ-047,Mechanical clarification item 945,Mechanical,2025-03-17,2025-03-27,2025-04-02,Answered,16,Designer,0,0,Normal
RFI-00946,PRJ-047,Mechanical clarification item 946,Mechanical,2025-07-03,2025-07-13,2025-07-10,Closed,7,Designer,0,0,Normal
RFI-00947,PRJ-047,Plumbing clarification item 947,Plumbing,2023-08-04,2023-08-11,2023-08-12,Closed,8,Designer,0,0,High
RFI-00948,PRJ-047,Structural clarification item 948,Structural,2024-05-15,2024-05-22,2024-05-26,Closed,11,Designer,7900,2,High
RFI-00949,PRJ-047,Structural clarification item 949,Structural,2023-07-12,2023-07-22,,Open,,Designer,0,0,Normal
RFI-00950,PRJ-047,Mechanical clarification item 950,Mechanical,2024-11-25,2024-12-05,2024-12-15,Closed,20,Designer,0,0,Normal
RFI-00951,PRJ-047,Plumbing clarification item 951,Plumbing,2023-05-30,2023-06-09,2023-06-26,Closed,27,Designer,0,0,Normal
RFI-00952,PRJ-047,Architectural clarification item 952,Architectural,2024-07-22,2024-08-01,,Open,,Owner,5300,1,Normal
RFI-00953,PRJ-047,Architectural clarification item 953,Architectural,2025-04-23,2025-04-30,2025-05-16,Answered,23,Designer,0,0,High
RFI-00954,PRJ-047,Architectural clarification item 954,Architectural,2023-04-21,2023-04-28,2023-05-08,Answered,17,Designer,7200,4,High
RFI-00955,PRJ-047,General clarification item 955,General,2024-11-30,2024-12-10,2024-12-12,Closed,12,Contractor,124100,5,Normal
RFI-00956,PRJ-047,Civil clarification item 956,Civil ,2023-01-13,2023-01-23,2023-02-05,Closed,23,Contractor,0,0,Normal
RFI-00957,PRJ-047,Plumbing clarification item 957,Plumbing,2024-03-31,2024-04-10,2024-04-19,Closed,19,Designer,0,0,Normal
RFI-00958,PRJ-047,Structural clarification item 958,Structural,2025-09-06,2025-09-20,2025-09-27,Answered,21,Designer,0,0,Low
RFI-00959,PRJ-047,Electrical clarification item 959,Electrical,2024-12-08,2024-12-15,2024-12-24,Answered,16,Designer,0,0,High
RFI-00960,PRJ-048,Architectural clarification item 960,Architectural,2024-01-07,2024-01-14,2024-01-16,Answered,9,Designer,13600,0,High
RFI-00961,PRJ-048,Mechanical clarification item 961,Mechanical,2023-05-29,2023-06-08,2023-06-14,Answered,16,External,0,0,Normal
RFI-00962,PRJ-048,Electrical clarification item 962,Electrical,2024-05-31,2024-06-07,,Open,,Designer,0,0,High
RFI-00963,PRJ-048,Mechanical clarification item 963,Mechanical,2024-03-29,2024-04-08,2024-04-10,Closed,12,Owner,0,0,Normal
RFI-00964,PRJ-048,Architectural clarification item 964,Architectural,2024-07-15,2024-07-25,2024-07-29,Answered,14,Contractor,0,0,Normal
RFI-00965,PRJ-048,Plumbing clarification item 965,Plumbing,2023-12-13,2023-12-23,2023-12-21,Answered,8,Owner,9200,5,Normal
RFI-00966,PRJ-048,Architectural clarification item 966,Architectural,2022-06-17,2022-06-27,2022-06-28,Answered,11,External,0,0,Normal
RFI-00967,PRJ-048,Electrical clarification item 967,Electrical,2024-09-18,2024-09-25,,Open,,Designer,0,0,High
RFI-00968,PRJ-048,Civil clarification item 968,Civil,2024-07-26,2024-08-05,2024-08-01,Answered,6,Designer,0,0,Normal
RFI-00969,PRJ-048,Mechanical clarification item 969,Mechanical,2024-02-17,2024-02-27,2024-02-18,Closed,1,Designer,153700,4,Normal
RFI-00970,PRJ-048,Fire Protection clarification item 970,Fire Protection,2022-03-26,2022-03-29,2022-03-28,Closed,2,Designer,0,0,Critical
RFI-00971,PRJ-048,Fire Protection clarification item 971,Fire Protection,2022-01-15,2022-01-25,2022-01-23,Closed,8,External,0,0,Normal
RFI-00972,PRJ-048,Mechanical clarification item 972,Mechanical,2021-11-23,2021-11-30,2021-12-05,Answered,12,External,0,0,High
RFI-00973,PRJ-048,Architectural clarification item 973,Architectural,2025-01-04,2025-01-11,2025-01-15,Answered,11,Contractor,0,0,High
RFI-00974,PRJ-048,Mechanical clarification item 974,Mechanical,2022-02-27,2022-03-09,2022-03-09,Closed,10,Designer,0,0,Normal
RFI-00975,PRJ-048,Plumbing clarification item 975,Plumbing,2023-07-23,2023-08-06,2023-08-09,Closed,17,External,0,0,Low
RFI-00976,PRJ-048,Civil clarification item 976,Civil,2024-10-15,2024-10-22,2024-10-28,Answered,13,Designer,0,0,High
RFI-00977,PRJ-048,Mechanical clarification item 977,Mechanical,2023-06-22,2023-06-29,,Open,,Contractor,0,0,High
RFI-00978,PRJ-048,Electrical clarification item 978,Electrical,2023-09-22,2023-09-25,2023-10-08,Answered,16,Designer,0,0,Critical
RFI-00979,PRJ-048,General clarification item 979,General,2023-03-01,2023-03-11,2023-03-16,Closed,15,Designer,0,0,Normal
