Performance_Record_ID,Project_ID,Reporting_Date,Planned_Value,Earned_Value,Actual_Cost,Percent_Complete,Committed_Cost,Contingency_Used,Forecast_End_Date,Open_RFI_Count,Pending_CO_Value,Approved_CO_Value
PERF-000472,PRJ-020,2025-07-31,35002100,35061100,40963700,100.0,43434400,2397500,2025-09-26,5,431500,226900
PERF-000473,PRJ-020,2025-08-31,35061100,35061100,40963700,100.0,43434400,2432700,2025-09-26,7,431500,226900
PERF-000474,PRJ-020,2025-09-30,35061100,35061100,40963700,100.0,43434400,2444400,2025-09-26,6,431500,226900
PERF-000475,PRJ-021,2022-07-31,175500,187500,189200,0.3,12549700,658600,2024-04-11,0,0,0
PERF-000476,PRJ-021,2022-08-31,1175600,1254400,1267300,1.9,18162000,658600,2024-04-11,1,0,0
PERF-000477,PRJ-021,2022-09-30,2910400,3101600,3161900,4.6,18162000,753000,2024-04-11,0,0,0
PERF-000478,PRJ-021,2022-10-31,5405600,5753000,5760800,8.5,23471800,799300,2024-04-10,1,0,0
PERF-000479,PRJ-021,2022-11-30,8414200,8942300,9024600,13.2,23471800,799300,2024-04-09,1,0,0
PERF-000480,PRJ-021,2022-12-31,12046900,12782800,12999800,18.9,26171400,877500,2024-04-07,0,0,0
PERF-000481,PRJ-021,2023-01-31,16120500,17076100,17551900,25.2,34007000,1029200,2024-04-05,0,0,0
PERF-000482,PRJ-021,2023-02-28,20102200,21258300,21626100,31.4,34007000,1093900,2024-04-04,0,0,0
PERF-000483,PRJ-021,2023-03-31,24759900,26131400,26870100,38.6,36255800,1167700,2024-04-02,0,0,0
PERF-000484,PRJ-021,2023-04-30,29433000,30997300,32085800,45.8,44066900,1611200,2024-03-31,0,0,0
PERF-000485,PRJ-021,2023-05-31,34342800,36081000,37197400,53.3,52360100,1611200,2024-03-29,0,0,0
PERF-000486,PRJ-021,2023-06-30,39086800,41371300,42090800,61.1,55252800,2038400,2024-03-27,1,0,0
PERF-000487,PRJ-021,2023-07-31,43891100,46814700,48037700,69.1,57287200,2094500,2024-03-25,0,0,112800
PERF-000488,PRJ-021,2023-08-31,48504800,51985400,52610500,76.8,67040100,2094500,2024-03-23,0,0,112800
PERF-000489,PRJ-021,2023-09-30,52701000,56623000,56058600,83.6,67040100,2276000,2024-03-22,0,0,669800
PERF-000490,PRJ-021,2023-10-31,56669700,60926100,59365400,90.0,67978100,2514900,2024-03-22,0,0,669800
PERF-000491,PRJ-021,2023-11-30,60068700,64511400,63576400,95.2,68754100,2593100,2024-03-22,1,0,669800
PERF-000492,PRJ-021,2023-12-31,63034800,67507700,66197100,99.7,68754100,2705300,2024-03-22,3,0,669800
PERF-000493,PRJ-021,2024-01-31,65354300,67733200,66732300,100.0,68754100,3102400,2024-03-22,1,0,669800
PERF-000494,PRJ-021,2024-02-29,66857000,67733200,66732300,100.0,68754100,3102400,2024-03-22,1,0,669800
PERF-000495,PRJ-021,2024-03-31,67662700,67733200,66732300,100.0,68754100,3102400,2024-03-22,1,0,669800
PERF-000496,PRJ-022,2024-09-30,91900,81000,85600,0.1,16479200,244300,2026-09-16,0,0,0
PERF-000497,PRJ-022,2024-10-31,770600,680300,731400,1.1,16479200,244300,2026-09-16,1,0,0
PERF-000498,PRJ-022,2024-11-30,2009000,1777000,1860600,2.7,17957900,267400,2026-09-16,0,0,0
PERF-000499,PRJ-022,2024-12-31,3832000,3396500,3595900,5.2,21436000,267400,2026-09-17,2,0,0
PERF-000500,PRJ-022,2025-01-31,6148200,5461500,5831600,8.4,21436000,348500,2026-09-19,0,0,0
PERF-000501,PRJ-022,2025-02-28,8614700,7668700,8140800,11.8,24385500,698000,2026-09-21,2,0,0
PERF-000502,PRJ-022,2025-03-31,11705300,10445900,11085700,16.1,29416600,698000,2026-09-24,1,0,96700
PERF-000503,PRJ-022,2025-04-30,15002000,13422300,14133200,20.7,31880900,786600,2026-09-26,0,433100,96700
PERF-000504,PRJ-022,2025-05-31,18666700,16748500,17998500,25.9,31880900,971800,2026-09-30,4,433100,185700
PERF-000505,PRJ-022,2025-06-30,22407400,20164200,21899000,31.1,37154600,971800,2026-10-03,2,810700,185700
PERF-000506,PRJ-022,2025-07-31,26415700,23849200,25834700,36.8,37819100,1174200,2026-10-06,1,810700,268000
PERF-000507,PRJ-022,2025-08-31,30510400,27643600,30562800,42.7,39431300,1337000,2026-10-10,2,810700,268000
PERF-000508,PRJ-022,2025-09-30,34499200,31373500,33316000,48.5,49677900,1452200,2026-10-13,2,810700,268000
PERF-000509,PRJ-022,2025-10-31,38590100,35239700,39027500,54.4,49677900,1452200,2026-10-17,3,810700,388800
PERF-000510,PRJ-022,2025-11-30,42463800,38946900,43129200,60.2,59742700,1671200,2026-10-20,4,810700,388800
PERF-000511,PRJ-022,2025-12-31,46320500,42694600,47060000,65.9,61334800,1815600,2026-10-24,4,810700,388800
PERF-000512,PRJ-023,2024-03-31,32600,28600,28500,0.1,9041900,420500,2026-11-20,1,0,0
PERF-000513,PRJ-023,2024-04-30,315300,277200,280900,0.5,12126900,420500,2026-11-20,0,0,0
PERF-000514,PRJ-023,2024-05-31,896200,788800,798900,1.5,12126900,420500,2026-11-20,0,0,0
PERF-000515,PRJ-023,2024-06-30,1718500,1514900,1544200,2.8,12126900,420500,2026-11-20,0,0,0
PERF-000516,PRJ-023,2024-07-31,2817300,2487400,2523100,4.7,14479400,420500,2026-11-21,0,0,0
PERF-000517,PRJ-023,2024-08-31,4148700,3669100,3730600,6.9,15873200,499500,2026-11-23,1,0,0
PERF-000518,PRJ-023,2024-09-30,5639500,4995900,5127900,9.4,15873200,499500,2026-11-25,0,321200,0
PERF-000519,PRJ-023,2024-10-31,7368900,6539800,6677400,12.3,20799100,559100,2026-11-27,1,321200,0
PERF-000520,PRJ-023,2024-11-30,9206400,8185700,8462800,15.4,20799100,594300,2026-11-30,1,321200,715200
PERF-000521,PRJ-023,2024-12-31,11254400,10026700,10233800,18.8,21029500,631600,2026-12-03,1,321200,715200
PERF-000522,PRJ-023,2025-01-31,13433800,11993600,12315900,22.5,26641100,631600,2026-12-06,1,321200,715200
PERF-000523,PRJ-023,2025-02-28,15498200,13864500,14117500,26.1,26641100,852500,2026-12-08,1,321200,715200
PERF-000524,PRJ-023,2025-03-31,17871100,16024500,16470900,30.1,30928100,852500,2026-12-12,1,321200,1217900
PERF-000525,PRJ-023,2025-04-30,20236000,18188300,18407500,34.2,30928100,1033600,2026-12-15,1,321200,1217900
PERF-000526,PRJ-023,2025-05-31,22730600,20483700,21058100,38.5,33145100,1238300,2026-12-19,2,321200,1377100
PERF-000527,PRJ-023,2025-06-30,25175000,22747000,23449300,42.7,33145100,1359600,2026-12-22,2,321200,1377100
PERF-000528,PRJ-023,2025-07-31,27712000,25112500,25771400,47.2,38711000,1359600,2026-12-26,1,321200,1377100
PERF-000529,PRJ-023,2025-08-31,30240100,27488700,28598100,51.7,38711000,1599700,2026-12-30,3,321200,1377100
PERF-000530,PRJ-023,2025-09-30,32658700,29782400,31161900,56.0,45738400,1599700,2027-01-02,1,321200,1377100
PERF-000531,PRJ-023,2025-10-31,35109300,32130200,33787900,60.4,45738400,1638000,2027-01-06,1,321200,1802700
PERF-000532,PRJ-023,2025-11-30,37414500,34364900,36461200,64.6,45738400,1649800,2027-01-09,3,321200,2017100
PERF-000533,PRJ-023,2025-12-31,39708000,36619000,38106600,68.8,53228300,2038800,2027-01-13,4,321200,2731000
PERF-000534,PRJ-024,2024-09-30,435800,375000,410100,0.2,27944200,465700,2026-03-16,0,0,0
PERF-000535,PRJ-024,2024-10-31,3615400,3120600,3501600,1.8,35197800,481200,2026-03-16,1,0,0
PERF-000536,PRJ-024,2024-11-30,9326800,8075400,9068900,4.7,44771100,581700,2026-03-17,2,0,0
PERF-000537,PRJ-024,2024-12-31,17581800,15276000,17046500,8.9,50539200,931600,2026-03-19,0,0,0
PERF-000538,PRJ-024,2025-01-31,27853900,24292600,28079500,14.1,75040600,1013500,2026-03-22,1,0,181500
PERF-000539,PRJ-024,2025-02-28,38550300,33746500,37654200,19.6,76660500,1438700,2026-03-25,1,478700,181500
PERF-000540,PRJ-024,2025-03-31,51614200,45385500,51391100,26.3,100815100,2278000,2026-03-28,0,478700,1291900
PERF-000541,PRJ-024,2025-04-30,65133500,57546900,65444900,33.4,100815100,2725900,2026-04-01,0,478700,1608100
PERF-000542,PRJ-024,2025-05-31,79640700,70747600,82238300,41.0,118922600,3837600,2026-04-05,1,478700,5670400
PERF-000543,PRJ-024,2025-06-30,93846700,83854600,95503800,48.6,138824600,3945700,2026-04-09,1,478700,6243300
PERF-000544,PRJ-024,2025-07-31,108329800,97448100,115106300,56.5,163755100,4621800,2026-04-13,1,478700,6870200
PERF-000545,PRJ-024,2025-08-31,122238400,110793200,130035000,64.2,176998100,5031600,2026-04-18,1,478700,6870200
PERF-000546,PRJ-024,2025-09-30,134794300,123187200,145132350,71.4,176998100,5673300,2026-04-21,4,478700,6870200
PERF-000547,PRJ-024,2025-10-31,146465800,135162300,160229700,78.3,190483200,5804500,2026-04-25,4,478700,6870200
PERF-000548,PRJ-024,2025-11-30,156146900,145664800,177134100,84.4,216112700,5892300,2026-04-26,2,478700,6870200
PERF-000549,PRJ-024,2025-12-31,164114100,155101100,191733000,89.9,219692100,7022000,2026-04-26,3,478700,6870200
PERF-000550,PRJ-025,2024-10-31,41000,34200,37900,0.2,5175100,59800,2027-04-12,2,0,0
PERF-000551,PRJ-025,2024-11-30,212700,177900,195900,0.8,5175100,82900,2027-04-12,1,0,0
PERF-000552,PRJ-025,2024-12-31,521700,437300,478500,2.0,6149000,82900,2027-04-12,1,0,0
PERF-000553,PRJ-025,2025-01-31,954200,801600,885500,3.7,6681800,162000,2027-04-12,0,0,0
PERF-000554,PRJ-025,2025-02-28,1442500,1214400,1352500,5.6,6681800,162000,2027-04-14,2,0,0
PERF-000555,PRJ-025,2025-03-31,2081600,1756800,1894000,8.0,6681800,162000,2027-04-17,0,138200,0
PERF-000556,PRJ-025,2025-04-30,2789400,2360200,2603600,10.8,6983500,176100,2027-04-20,2,138200,283700
PERF-000557,PRJ-025,2025-05-31,3603000,3057000,3312700,14.0,8898500,281500,2027-04-23,3,138200,283700
PERF-000558,PRJ-025,2025-06-30,4460300,3795000,4169100,17.4,8898500,330200,2027-04-27,3,138200,283700
PERF-000559,PRJ-025,2025-07-31,5408400,4615800,5061800,21.1,10185300,330200,2027-05-01,2,138200,283700
PERF-000560,PRJ-025,2025-08-31,6409700,5488100,6112100,25.1,10185300,408500,2027-05-05,3,138200,353300
PERF-000561,PRJ-025,2025-09-30,7419600,6373700,6938700,29.2,11849900,412000,2027-05-10,4,311200,353300
PERF-000562,PRJ-025,2025-10-31,8495400,7324300,8173600,33.5,14488500,442600,2027-05-14,2,382800,353300
PERF-000563,PRJ-025,2025-11-30,9558100,8271000,9057000,37.9,14488500,469600,2027-05-19,4,382800,353300
PERF-000564,PRJ-025,2025-12-31,10668500,9269500,10383500,42.4,16158300,562200,2027-05-24,5,382800,353300
PERF-000565,PRJ-026,2024-07-31,168400,166300,163100,0.4,8119900,191600,2026-09-03,0,0,0
PERF-000566,PRJ-026,2024-08-31,727700,718800,721900,1.6,9176000,212100,2026-09-03,1,184200,0
PERF-000567,PRJ-026,2024-09-30,1611900,1592500,1589900,3.5,9368700,212100,2026-09-03,0,184200,0
PERF-000568,PRJ-026,2024-10-31,2847600,2814000,2883600,6.1,11168300,463900,2026-09-03,0,184200,0
PERF-000569,PRJ-026,2024-11-30,4324500,4274200,4295400,9.3,11168300,463900,2026-09-04,1,184200,0
PERF-000570,PRJ-026,2024-12-31,6108600,6039000,5965500,13.1,15591100,630800,2026-09-04,0,184200,0
PERF-000571,PRJ-026,2025-01-31,8122200,8031500,8116300,17.5,19764300,630800,2026-09-04,0,184200,62900
PERF-000572,PRJ-026,2025-02-28,10110700,10000100,10039400,21.7,19764300,630800,2026-09-04,1,184200,168600
PERF-000573,PRJ-026,2025-03-31,12469800,12336700,12317500,26.8,19764300,737400,2026-09-05,0,184200,168600
PERF-000574,PRJ-026,2025-04-30,14880200,14725400,15138600,32.0,25897400,839800,2026-09-05,1,184200,168600
PERF-000575,PRJ-026,2025-05-31,17470400,17293800,17804400,37.6,25897400,1024100,2026-09-05,0,184200,168600
PERF-000576,PRJ-026,2025-06-30,20042400,19846100,20301600,43.1,32211300,1121600,2026-09-06,2,184200,168600
PERF-000577,PRJ-026,2025-07-31,22735500,22520700,22880700,49.0,32211300,1230500,2026-09-06,0,184200,574000
PERF-000578,PRJ-026,2025-08-31,25431800,25201100,25707000,54.8,36918700,1286700,2026-09-06,1,184200,574000
PERF-000579,PRJ-026,2025-09-30,28013000,27770000,28138900,60.4,39460600,1353900,2026-09-07,2,184200,574000
PERF-000580,PRJ-026,2025-10-31,30619000,30366900,31149900,66.0,39460600,1694100,2026-09-07,2,184200,574000
PERF-000581,PRJ-026,2025-11-30,33050800,32794000,33871400,71.3,42056400,1731100,2026-09-07,1,184200,574000
PERF-000582,PRJ-026,2025-12-31,35438200,35181700,35953800,76.5,47521200,1731100,2026-09-08,2,184200,574000
PERF-000583,PRJ-027,2024-05-31,32100,28900,30800,0.2,2767500,26100,2026-05-15,0,0,0
PERF-000584,PRJ-027,2024-06-30,222200,200200,217900,1.1,3804700,26100,2026-05-15,1,0,0
PERF-000585,PRJ-027,2024-07-31,584100,527100,554600,2.9,5272900,56500,2026-05-15,0,0,0
PERF-000586,PRJ-027,2024-08-31,1097900,992500,1074300,5.5,5712600,86000,2026-05-16,1,0,0
PERF-000587,PRJ-027,2024-09-30,1724300,1561600,1661400,8.7,5712600,97600,2026-05-17,0,0,0
PERF-000588,PRJ-027,2024-10-31,2488900,2258500,2449400,12.6,6116500,150200,2026-05-19,0,0,0
PERF-000589,PRJ-027,2024-11-30,3327200,3025400,3245900,16.9,8206500,150200,2026-05-21,0,0,0
PERF-000590,PRJ-027,2024-12-31,4278900,3899600,4255800,21.8,8206500,150200,2026-05-24,0,0,0
PERF-000591,PRJ-027,2025-01-31,5301300,4843000,5377800,27.0,8206500,201700,2026-05-27,0,0,0
PERF-000592,PRJ-027,2025-02-28,6271700,5743000,6218900,32.1,9747500,239700,2026-05-29,1,52600,151900
PERF-000593,PRJ-027,2025-03-31,7383000,6779500,7557900,37.8,12392500,300600,2026-06-01,1,52600,216700
PERF-000594,PRJ-027,2025-04-30,8480400,7809800,8839000,43.6,12392500,300600,2026-06-04,1,52600,216700
PERF-000595,PRJ-027,2025-05-31,9621000,8889000,9714600,49.6,14952600,346600,2026-06-07,2,52600,216700
PERF-000596,PRJ-027,2025-06-30,10715900,9934500,11078700,55.4,16472800,350100,2026-06-10,1,52600,216700
PERF-000597,PRJ-027,2025-07-31,11822000,11002100,12232700,61.4,16861100,443700,2026-06-13,2,52600,216700
PERF-000598,PRJ-027,2025-08-31,12886100,12043000,13679300,67.2,17915900,459200,2026-06-16,3,52600,242100
PERF-000599,PRJ-027,2025-09-30,13860500,13011800,14267800,72.6,18120500,490600,2026-06-18,1,52600,242100
PERF-000600,PRJ-027,2025-10-31,14794000,13959200,15635300,77.9,18993400,516500,2026-06-21,2,133500,242100
PERF-000601,PRJ-027,2025-11-30,15611100,14811100,16622800,82.7,20027800,542300,2026-06-22,3,133500,242100
PERF-000602,PRJ-027,2025-12-31,16350100,15610700,17742500,87.1,20975500,556400,2026-06-22,1,133500,242100
PERF-000603,PRJ-028,2022-01-31,579600,534100,555800,5.9,3031500,48800,2023-12-04,0,0,28300
PERF-000604,PRJ-028,2022-02-28,853100,787100,819400,8.7,3031500,48800,2023-12-05,1,21100,28300
PERF-000605,PRJ-028,2022-03-31,1205000,1113500,1158100,12.3,3031500,77800,2023-12-06,1,21100,28300
PERF-000606,PRJ-028,2022-04-30,1588700,1470300,1516800,16.2,3312200,95700,2023-12-08,2,21100,28300
PERF-000607,PRJ-028,2022-05-31,2023400,1875700,1926700,20.7,4091900,103700,2023-12-10,1,21100,77700
PERF-000608,PRJ-028,2022-06-30,2475000,2298300,2406400,25.4,4091900,126800,2023-12-12,2,21100,77700
PERF-000609,PRJ-028,2022-07-31,2967100,2760500,2936800,30.5,5005200,126800,2023-12-14,2,21100,77700
PERF-000610,PRJ-028,2022-08-31,3478800,3243200,3459400,35.8,5197700,145300,2023-12-17,2,30400,77700
PERF-000611,PRJ-028,2022-09-30,3986400,3724300,3901100,41.1,5377100,154400,2023-12-19,2,30400,77700
PERF-000612,PRJ-028,2022-10-31,4517400,4230300,4412800,46.7,5740100,154400,2023-12-21,2,30400,77700
PERF-000613,PRJ-028,2022-11-30,5031400,4723200,4924500,52.2,6597600,198500,2023-12-24,2,30400,124400
PERF-000614,PRJ-028,2022-12-31,5556400,5230300,5448800,57.8,7893100,205200,2023-12-26,2,30400,124400
PERF-000615,PRJ-028,2023-01-31,6068600,5729400,5963300,63.3,8090800,219100,2023-12-29,2,30400,220600
PERF-000616,PRJ-028,2023-02-28,6514900,6168600,6655900,68.1,8693200,243100,2023-12-31,3,30400,220600
PERF-000617,PRJ-028,2023-03-31,6984700,6636700,7134900,73.3,8866900,243100,2024-01-02,2,30400,220600
PERF-000618,PRJ-028,2023-04-30,7409300,7066300,7606800,78.1,9955400,269200,2024-01-04,2,30400,220600
PERF-000619,PRJ-028,2023-05-31,7810400,7480500,7968300,82.6,9955400,269200,2024-01-05,3,30400,220600
PERF-000620,PRJ-028,2023-06-30,8156300,7847100,8407400,86.7,9989200,269200,2024-01-05,2,30400,220600
PERF-000621,PRJ-028,2023-07-31,8463400,8185100,8838200,90.4,10067500,296800,2024-01-05,2,30400,220600
PERF-000622,PRJ-028,2023-08-31,8713100,8475800,9136200,93.6,10067500,301300,2024-01-05,3,30400,220600
PERF-000623,PRJ-028,2023-09-30,8893900,8706800,9346000,96.2,10067500,301300,2024-01-05,3,30400,220600
PERF-000624,PRJ-028,2023-10-31,9011400,8887900,9369500,98.2,10067500,304200,2024-01-05,2,30400,220600
PERF-000625,PRJ-028,2023-11-30,9052000,9001900,9588600,99.4,10067500,326700,2024-01-05,2,30400,220600
PERF-000626,PRJ-028,2023-12-31,9052000,9051000,9778000,100.0,10072400,326700,2024-01-05,2,30400,220600
PERF-000627,PRJ-028,2024-01-31,9052000,9052000,9795600,100.0,10089400,326700,2024-01-05,3,30400,220600
PERF-000628,PRJ-029,2024-02-29,119400,127300,125300,0.1,17988400,266100,2026-09-10,0,0,0
PERF-000629,PRJ-029,2024-03-31,930500,991500,998000,0.8,33997300,535700,2026-09-10,0,0,0
PERF-000630,PRJ-029,2024-04-30,2403100,2558700,2573800,2.1,33997300,535700,2026-09-10,0,0,0
PERF-000631,PRJ-029,2024-05-31,4584000,4876800,4884100,3.9,37665400,535700,2026-09-10,0,0,0
PERF-000632,PRJ-029,2024-06-30,7283300,7741900,7977600,6.2,37665400,535700,2026-09-10,0,0,0
PERF-000633,PRJ-029,2024-07-31,10629400,11288500,11421100,9.1,37665400,1241300,2026-09-09,1,0,0
PERF-000634,PRJ-029,2024-08-31,14489300,15373000,15665400,12.4,42249400,1241300,2026-09-07,0,0,0
PERF-000635,PRJ-029,2024-09-30,18664200,19783200,19706900,16.0,53728700,1329300,2026-09-06,2,0,0
PERF-000636,PRJ-029,2024-10-31,23380800,24756300,24426800,20.0,53858200,1374300,2026-09-05,0,0,0
PERF-000637,PRJ-029,2024-11-30,28285800,29917300,31086100,24.1,53858200,1958400,2026-09-03,0,0,1999500
PERF-000638,PRJ-029,2024-12-31,33654600,35553600,36792100,28.7,55406400,1958400,2026-09-01,1,0,1999500
PERF-000639,PRJ-029,2025-01-31,39276500,41440500,42448600,33.4,69017800,1958400,2026-08-30,0,0,1999500
PERF-000640,PRJ-029,2025-02-28,44528000,46924800,47170400,37.9,69017800,1958400,2026-08-29,1,0,1999500
PERF-000641,PRJ-029,2025-03-31,50485500,53128000,54071400,42.9,89259300,2136000,2026-08-27,0,0,1999500
PERF-000642,PRJ-029,2025-04-30,56346400,59209500,60533700,47.8,89259300,2399600,2026-08-25,0,523200,1999500
PERF-000643,PRJ-029,2025-05-31,62449900,65518100,68112200,52.9,95890000,2646000,2026-08-23,0,523200,1999500
PERF-000644,PRJ-029,2025-06-30,68352900,71974600,73195800,58.1,95890000,2773500,2026-08-21,1,523200,2152600
PERF-000645,PRJ-029,2025-07-31,74397700,78850600,80595600,63.6,108182500,2989900,2026-08-19,0,523200,2152600
PERF-000646,PRJ-029,2025-08-31,80334200,85562900,86402400,69.1,110278800,3414900,2026-08-17,1,523200,2152600
PERF-000647,PRJ-029,2025-09-30,85926500,91841800,91241300,74.1,116915300,3643000,2026-08-15,1,523200,2152600
PERF-000648,PRJ-029,2025-10-31,91495900,98043000,99112200,79.1,124892000,3660700,2026-08-13,0,523200,2152600
PERF-000649,PRJ-029,2025-11-30,96633900,103706100,103783000,83.7,124892000,3996100,2026-08-13,1,523200,2754100
PERF-000650,PRJ-029,2025-12-31,101631500,109145800,109804900,88.1,128402400,3996100,2026-08-13,1,523200,2754100
PERF-000651,PRJ-030,2023-04-30,116600,95400,104400,0.0,77239900,1298800,2025-09-24,0,0,0
PERF-000652,PRJ-030,2023-05-31,1660400,1360800,1470000,0.5,77239900,1298800,2025-09-24,0,0,0
PERF-000653,PRJ-030,2023-06-30,4765400,3914900,4253900,1.5,77239900,1298800,2025-09-24,0,0,0
PERF-000654,PRJ-030,2023-07-31,9511300,7833700,8629400,3.1,77239900,1298800,2025-09-24,0,0,734700
PERF-000655,PRJ-030,2023-08-31,15690000,12957400,14214100,5.1,77239900,1406800,2025-09-25,0,0,734700
PERF-000656,PRJ-030,2023-09-30,22910300,18971900,20611800,7.5,78323000,1406800,2025-09-28,1,0,734700
PERF-000657,PRJ-030,2023-10-31,31526000,26183900,28061700,10.3,78323000,1574700,2025-10-01,1,0,734700
PERF-000658,PRJ-030,2023-11-30,40859200,34038000,36870400,13.4,108904900,1604600,2025-10-05,1,0,734700
PERF-000659,PRJ-030,2023-12-31,51404500,42963700,47801100,17.0,115913600,2511000,2025-10-09,1,0,2081100
PERF-000660,PRJ-030,2024-01-31,62736000,52616700,58473000,20.8,115913600,2974800,2025-10-13,1,0,2081100
PERF-000661,PRJ-030,2024-02-29,73932100,62219600,68971100,24.6,133666400,3715000,2025-10-18,1,0,2081100
PERF-000662,PRJ-030,2024-03-31,86413000,73005300,81820900,28.8,147449700,3715000,2025-10-23,1,0,2081100
PERF-000663,PRJ-030,2024-04-30,98875000,83866200,94078900,33.1,169052300,3715000,2025-10-28,1,0,2081100
PERF-000664,PRJ-030,2024-05-31,112021300,95432000,109830100,37.7,179228900,4483000,2025-11-02,3,2609900,2081100
PERF-000665,PRJ-030,2024-06-30,124881600,106866400,121238400,42.2,197052000,4808900,2025-11-08,1,2609900,2081100
PERF-000666,PRJ-030,2024-07-31,138186000,118837600,136102300,46.9,197052000,4863500,2025-11-13,3,2609900,3291400
PERF-000667,PRJ-030,2024-08-31,151376200,130871200,148297300,51.7,217209600,5477300,2025-11-19,3,2609900,3291400
PERF-000668,PRJ-030,2024-09-30,163908800,142484900,159438700,56.3,217209600,5523500,2025-11-24,4,2609900,3291400
PERF-000669,PRJ-030,2024-10-31,176491800,154358900,178608000,61.0,239516200,5943000,2025-11-30,3,2609900,3291400
PERF-000670,PRJ-030,2024-11-30,188191400,165636800,191472200,65.4,247811700,7147100,2025-12-05,3,2609900,3291400
PERF-000671,PRJ-030,2024-12-31,199659900,176976300,206211800,69.9,247811700,7147100,2025-12-10,3,2609900,3291400
PERF-000672,PRJ-030,2025-01-31,210367600,187900700,217905200,74.2,261577000,7609500,2025-12-15,3,2609900,3291400
PERF-000673,PRJ-030,2025-02-28,219276100,197330600,229498600,77.9,266375500,7751000,2025-12-20,5,2609900,3291400
PERF-000674,PRJ-030,2025-03-31,228173800,207197500,239486000,81.8,287228200,8118400,2025-12-22,3,2609900,3291400
PERF-000675,PRJ-030,2025-04-30,235699200,216084400,256386100,85.3,309437200,8179000,2025-12-22,4,2609900,3291400
PERF-000676,PRJ-030,2025-05-31,242226400,224489500,263064100,88.7,309437200,8692700,2025-12-22,3,2609900,3291400
PERF-000677,PRJ-030,2025-06-30,247212400,231780500,270992200,91.5,309437200,8864000,2025-12-22,4,2609900,3595400
PERF-000678,PRJ-030,2025-07-31,250861800,238349100,283318300,94.1,310000600,9306700,2025-12-22,4,2609900,3595400
PERF-000679,PRJ-030,2025-08-31,252854400,243840800,295714900,96.3,316277500,9306700,2025-12-22,3,4495600,3595400
PERF-000680,PRJ-030,2025-09-30,253200300,248038900,295714900,98.0,316277500,9859400,2025-12-22,3,4495600,3595400
PERF-000681,PRJ-030,2025-10-31,253200300,251129000,299506400,99.2,316277500,9983000,2025-12-22,3,4495600,3595400
PERF-000682,PRJ-030,2025-11-30,253200300,252821700,299506400,99.9,316277500,9983000,2025-12-22,4,4495600,3595400
PERF-000683,PRJ-030,2025-12-31,253200300,253200300,306003100,100.0,316277500,9983000,2025-12-22,3,4495600,5281400
PERF-000684,PRJ-031,2022-01-31,1516200,1450600,1687100,9.5,6464900,165600,2024-05-16,0,205500,0
PERF-000685,PRJ-031,2022-02-28,1924900,1842700,2147000,12.1,6464900,187900,2024-05-17,0,205500,0
PERF-000686,PRJ-031,2022-03-31,2420600,2318800,2650500,15.2,6464900,187900,2024-05-18,0,205500,0
PERF-000687,PRJ-031,2022-04-30,2939200,2817400,3285200,18.5,7828700,207900,2024-05-19,0,205500,0
PERF-000688,PRJ-031,2022-05-31,3510300,3367400,3844000,22.1,7828700,207900,2024-05-20,1,205500,0
PERF-000689,PRJ-031,2022-06-30,4092600,3928800,4642100,25.8,8826000,289800,2024-05-21,0,242300,0
PERF-000690,PRJ-031,2022-07-31,4720100,4534900,5241000,29.7,8826000,293600,2024-05-22,1,242300,0
PERF-000691,PRJ-031,2022-08-31,5369000,5162600,6066400,33.8,9323000,353200,2024-05-24,0,242300,0
PERF-000692,PRJ-031,2022-09-30,6012500,5786400,6840000,37.9,10182000,353200,2024-05-25,1,242300,0
PERF-000693,PRJ-031,2022-10-31,6689000,6443500,7614900,42.2,11791200,404100,2024-05-26,1,242300,0
PERF-000694,PRJ-031,2022-11-30,7350100,7087100,8399700,46.5,12680600,423600,2024-05-28,1,242300,0
PERF-000695,PRJ-031,2022-12-31,8035100,7755800,9147900,50.8,13806000,489700,2024-05-29,1,242300,0
PERF-000696,PRJ-031,2023-01-31,8717200,8427500,10215600,55.3,13806000,515000,2024-05-30,3,242300,0
PERF-000697,PRJ-031,2023-02-28,9326700,9092600,11167800,59.6,15525900,562000,2024-06-01,2,242300,0
PERF-000698,PRJ-031,2023-03-31,9989600,9818700,11958900,64.4,15525900,622500,2024-06-02,1,242300,0
PERF-000699,PRJ-031,2023-04-30,10614800,10506400,12826800,68.9,17275500,690100,2024-06-04,2,242300,0
PERF-000700,PRJ-031,2023-05-31,11239200,11196700,13326100,73.4,18033300,690100,2024-06-05,2,242300,0
PERF-000701,PRJ-031,2023-06-30,11817900,11840200,14208000,77.6,18355900,734000,2024-06-06,2,242300,0
PERF-000702,PRJ-031,2023-07-31,12384700,12474900,14922900,81.8,18793200,798700,2024-06-07,3,242300,0
PERF-000703,PRJ-031,2023-08-31,12914900,13073800,15545100,85.7,18793200,819100,2024-06-07,3,242300,0
PERF-000704,PRJ-031,2023-09-30,13388600,13614600,16485000,89.3,18938700,819100,2024-06-07,4,242300,0
PERF-000705,PRJ-031,2023-10-31,13832500,14128300,17023400,92.6,18938700,819100,2024-06-07,3,242300,0
PERF-000706,PRJ-031,2023-11-30,14213400,14577000,17023400,95.6,18938700,906400,2024-06-07,3,242300,0
PERF-000707,PRJ-031,2023-12-31,14551900,14985800,17761200,98.3,18938700,912000,2024-06-07,3,242300,0
